meteo_time,wd_corr,wd_uncorr,ws_corr,ws_uncorr
2018-08-16 02:13:03.000000,0.627751009724,287.0,0.627751009724,1.2
2018-08-16 02:13:06.000000,0.800020221902,294.0,0.800020221902,1.1
2018-08-16 02:13:07.000000,0.8000235551,294.0,0.8000235551,1.1
2018-08-16 02:13:10.000000,0.460598297111,283.0,0.460598297111,1.9
2018-08-16 02:13:11.000000,0.972420783741,278.0,0.972420783741,2.6
2018-08-16 02:13:14.000000,2.01825201592,284.0,2.01825201592,3.6
2018-08-16 02:13:15.000000,2.21462104483,284.0,2.21462104483,3.8
2018-08-16 02:13:18.000000,2.50523869956,296.0,2.50523869956,3.9
2018-08-16 02:13:19.000000,2.69720769496,296.0,2.69720769496,4.1
2018-08-16 02:13:22.000000,2.77477097602,295.0,2.77477097602,4.2
2018-08-16 02:13:23.000000,2.98714974185,296.0,2.98714974185,4.4
2018-08-16 02:13:26.000000,3.09674590629,291.0,3.09674590629,4.6
2018-08-16 02:13:27.000000,3.40696564444,292.0,3.40696564444,4.9
2018-08-16 02:13:30.000000,4.54246737803,338.0,4.54246737803,4.9
2018-08-16 02:13:31.000000,3.12878540337,349.0,3.12878540337,4.8
2018-08-16 02:13:34.000000,2.65676538003,358.0,2.65676538003,5.7
2018-08-16 02:13:35.000000,2.96936881966,353.0,2.96936881966,6.4
2018-08-16 02:13:38.000000,2.63319573001,343.0,2.63319573001,7.4
2018-08-16 02:13:39.000000,2.91806358443,344.0,2.91806358443,7.7
2018-08-16 02:13:42.000000,3.06961162965,346.0,3.06961162965,7.7
2018-08-16 02:13:43.000000,2.47307387432,343.0,2.47307387432,7.6
2018-08-16 02:13:46.000000,2.52306499176,354.0,2.52306499176,6.3
2018-08-16 02:13:47.000000,3.19040820292,360.0,3.19040820292,5.8
2018-08-16 02:13:50.000000,1.41490721447,22.0,1.41490721447,2.3
2018-08-16 02:13:51.000000,1.70213945309,50.0,1.70213945309,1.4
2018-08-16 02:13:54.000000,1.88789992469,66.0,1.88789992469,1.1
2018-08-16 02:13:55.000000,1.1806037573,27.0,1.1806037573,1.0
2018-08-16 02:13:58.000000,0.432855082846,2.0,0.432855082846,0.5
2018-08-16 02:13:59.000000,0.4,20.0,0.4,0.4
2018-08-16 02:14:02.000000,0.2,226.0,0.2,0.2
2018-08-16 02:14:03.000000,0.4,204.0,0.4,0.4
2018-08-16 02:14:06.000000,0.7,217.0,0.7,0.7
2018-08-16 02:14:07.000000,0.9,236.0,0.9,0.9
2018-08-16 02:14:10.000000,0.9,259.0,0.9,0.9
2018-08-16 02:14:11.000000,0.8,262.0,0.8,0.8
2018-08-16 02:14:14.000000,0.7,249.0,0.7,0.7
2018-08-16 02:14:15.000000,0.9,261.0,0.9,0.9
2018-08-16 02:14:18.000000,1.2,269.0,1.2,1.2
2018-08-16 02:14:19.000000,1.3,283.0,1.3,1.3
2018-08-16 02:14:22.000000,1.2,306.0,1.2,1.2
2018-08-16 02:14:23.000000,1.3,303.0,1.3,1.3
2018-08-16 02:14:26.000000,1.4,302.0,1.4,1.4
2018-08-16 02:14:27.000000,1.2,304.0,1.2,1.2
2018-08-16 02:14:30.000000,1.3,307.0,1.3,1.3
2018-08-16 02:14:31.000000,1.2,302.0,1.2,1.2
2018-08-16 02:14:34.000000,0.9,312.0,0.9,0.9
2018-08-16 02:14:35.000000,0.7,307.0,0.7,0.7
