time,co2,co2d,co2_cal,ch4,ch4d,ch4_cal,h2o,temperature,relative_humidity,pressure,lat_interp,lon_interp,alt_interp,car_speed,car_direction,wind_speed_uncorr,wind_dir_uncorr,wind_speed_corr,wind_dir_corr
2018-08-30 15:05:35,381.22180208,400.61677355,401.32362473319654,1.904148836,1.9872990180663388,1.9879357125225874,3.8917025214,15.2,78.0,986.7,43.892056222205184,-79.49650040055886,291.6057102727887,4.406378139041922,149.27903859801938,4.8,188.0,3.0745211537288393,251.70197645474005
2018-08-30 15:05:36,381.22180208,400.61677355,401.32362473319654,1.9018056768,1.9848535380233423,1.9855077422015515,3.8917025214,15.1,78.0,986.8,43.892018749114186,-79.49646950007678,291.5585669401711,4.406378139041922,149.27903859801938,5.0,185.0,2.939746025706506,246.05844150029532
2018-08-30 15:05:39,379.15389394,398.47203621,399.1696428585924,1.9018056768,1.9849853965200968,1.9856386565868938,3.897150077,15.1,78.0,986.9,43.89192676969942,-79.49639365343107,291.44285147530655,4.406378139041922,149.27903859801938,4.0,186.0,2.6759043435064025,265.92669802597254
2018-08-30 15:05:40,379.15389394,398.47203621,399.1696428585924,1.8991073741,1.9821690775237715,1.9828425025323022,3.897150077,15.1,78.0,987.0,43.89188789204227,-79.49636343727087,291.37332715352346,5.6142411905747736,162.34542139592827,3.6,178.0,2.3572447122394333,318.0087777013184
2018-08-30 15:05:42,381.51440446,400.95747144,401.6657911449474,1.8991073741,1.9821905465385876,1.9828638178282274,3.8980381167,15.1,78.0,987.1,43.89175317808528,-79.49630394251813,290.62665758768696,5.6142411905747736,162.34542139592827,2.9,201.0,3.8079823702381663,313.9413104426513
2018-08-30 15:05:44,381.51440446,400.95747144,401.6657911449474,1.9000319811,1.9831556037437033,1.983821965190269,3.8980381167,15.1,78.0,987.2,43.8916954435454,-79.49627844477274,290.3066564178468,5.6142411905747736,162.34542139592827,3.5,209.0,4.098120468640808,303.9496578225625
2018-08-30 15:05:47,380.00992568,399.46537868,400.1672669665657,1.9000319811,1.9835683037810632,1.9842317102810416,3.9150906451,15.1,78.0,987.3,43.8915597740543,-79.49622037075387,289.1999877691271,4.267892532677439,163.9197673869104,4.3,192.0,2.078814381776975,267.1013498661965
2018-08-30 15:05:48,380.00992568,399.46537868,400.1672669665657,1.8956318013,1.978974666795456,1.9796709638956405,3.9150906451,15.1,78.0,987.4,43.891515148799975,-79.49620385281628,288.6133218955997,4.308308517398564,167.33205516891485,4.6,181.0,1.0988764879827067,248.884667415158
2018-08-30 15:05:51,381.50374352,401.02455839,401.7331672621191,1.8956318013,1.9789234537565399,1.97962011754386,3.9129706743,15.1,78.0,987.5,43.89139657002265,-79.4961654273806,287.0999939441677,3.9012696875694908,164.57375071911565,4.6,187.0,1.7895986370377763,243.2680831411703
2018-08-30 15:05:52,381.50374352,401.02455839,401.7331672621191,1.8953557184,1.9786352401247491,1.9793339675316732,3.9129706743,15.1,78.0,987.6,43.89135598484587,-79.4961498873315,286.49999392032584,3.9012696875694908,164.57375071911565,4.4,184.0,1.4843154782647117,244.9462446750573
2018-08-30 15:05:55,380.67672403,400.15759395,400.8624659156846,1.8953557184,1.978646188905751,1.979344837919023,3.9134239913,15.1,78.0,987.7,43.89124963246452,-79.49609769880853,285.2800110054011,4.2019107294438465,160.256261884492,1.8,135.0,2.6861079400724672,356.8698812373863
2018-08-30 15:05:57,380.67672403,400.15759395,400.8624659156846,1.8959868197,1.9793050236405376,1.9799989553742485,3.9134239913,15.1,78.0,987.8,43.89118689112844,-79.49607095215669,284.760007769267,5.871792143281065,163.26888671546283,1.4,355.0,7.248141139719018,345.51956651627097
2018-08-30 15:06:00,381.49046608,401.13840122,401.8475007927573,1.8959868197,1.9798831732617468,1.9805729654241095,3.9373343541,15.1,78.0,987.9,43.891034832222,-79.49601103272211,283.6399963235854,5.353256640027078,165.67096601002368,1.1,205.0,4.556039318978892,336.8691750912514
2018-08-30 15:06:01,381.49046608,401.13840122,401.8475007927573,1.8952931463,1.979158805202787,1.9798537838655859,3.9373343541,15.1,78.0,987.9,43.890978857870394,-79.49599119275652,283.27999264717084,5.353256640027078,165.67096601002368,1.1,145.0,4.341470973911305,350.8023533797482
