time,co2,co2d,co2_cal,ch4,ch4d,ch4_cal,h2o,temperature,relative_humidity,pressure,lat_interp,lon_interp,alt_interp,car_speed,car_direction,wind_speed_uncorr,wind_dir_uncorr,wind_speed_corr,wind_dir_corr
2018-08-17 06:51:11,420.27417295,430.2711364,431.10580779615094,1.9408498532,1.9787942033598522,1.9794917925844973,1.8676930821,22.3,91.0,991.8,43.780742100978586,-79.46893210097859,154.341704047949,0.3029454616428646,324.17098708101787,0.3,35.0,0.3494076237005074,89.97912933495638
2018-08-17 06:51:13,420.27417295,430.2711364,431.10580779615094,1.94228713,1.9802595794659814,1.9809466765468613,1.8676930821,22.3,91.0,991.8,43.78074547194494,-79.46893596633394,154.18365026309442,0.45861502547292476,319.09463187247553,0.2,296.0,0.2856281066912261,155.03629585151702
2018-08-17 06:51:15,417.73792044,427.73061493,428.55433582969437,1.94228713,1.980482259486949,1.981167762171152,1.8779840234,22.3,91.0,991.8,43.78075293645488,-79.468945,153.95158033889902,0.45861502547292476,319.09463187247553,0.1,38.0,0.4501971582005838,126.50459460583238
2018-08-17 06:51:17,417.73792044,427.73061493,428.55433582969437,1.9452508726,1.9835042841661659,1.9841681490488083,1.8779840234,22.3,91.0,991.8,43.78075266889633,-79.468945,153.9692335852057,0.02479262572506149,180.0,0.3,262.0,0.2975641012092748,266.73272615749437
2018-08-17 06:51:19,425.53536812,435.75585534,436.6141677075133,1.9452508726,1.9836655162628438,1.9843282267180797,1.8854194716,22.3,91.0,991.8,43.780752066889626,-79.468945,154.00895338851893,0.02479262572506149,180.0,0.3,303.0,0.3141918097923221,306.79454072351746
2018-08-17 06:51:20,425.53536812,435.75585534,436.6141677075133,1.9467525276,1.9851968258141113,1.9858485720398271,1.8854194716,22.3,91.0,991.8,43.78075312500012,-79.46894612500013,153.873716721042,0.17143465794401916,324.17099316922247,0.4,318.0,0.23029723474246694,313.410244269292
2018-08-17 06:51:23,423.66115363,433.85995982,434.7101002443044,1.9467525276,1.9852884805435562,1.985939570518229,1.889641363,22.3,91.0,991.8,43.780756749999945,-79.46894974999995,153.42373352790673,0.17143465794401916,324.17099316922247,0.5,234.0,0.5290571516532115,215.09278049992014
2018-08-17 06:51:24,423.66115363,433.85995982,434.7101002443044,1.9450937644,1.983596882137379,1.9842600840153348,1.889641363,22.3,91.0,991.8,43.78075598458053,-79.46894966152685,153.29227795333523,0.12903696917097673,166.4682871861221,0.5,210.0,0.4160524082521544,222.33427752102133
2018-08-17 06:51:28,417.72353051,427.77847267,428.60239985254555,1.9450937644,1.9835931900718802,1.984256418385153,1.8894711733,22.3,91.0,991.8,43.780754,-79.46894734024423,153.28155570467848,0.09246938894029244,89.99999828366674,0.3,176.0,0.3077017816781088,193.44464329071468
2018-08-17 06:51:29,417.72353051,427.77847267,428.60239985254555,1.9440640528,1.982543097292354,1.983213844306364,1.8894711733,22.3,91.0,991.8,43.780754,-79.46894607325491,153.42319496421422,0.09246938894029244,89.99999828366674,0.3,153.0,0.2708550441000981,170.7093133763168
2018-08-17 06:51:32,438.34598305,448.9347716,449.8498895003579,1.9440640528,1.9826850963974916,1.983354826692982,1.896018852,22.3,91.0,991.8,43.78075225,-79.4689425,153.62326049804688,0.22883919588489154,148.24866678077763,0.2,355.0,0.4172599336205584,340.70820051110667
2018-08-17 06:51:33,438.34598305,448.9347716,449.8498895003579,1.9429808108,1.9815803345630765,1.9822579749916338,1.896018852,22.3,91.0,991.8,43.78075014999992,-79.46894069999992,153.58521118012868,0.22883919588489154,148.24866678077763,0.1,284.0,0.30846671269759435,315.17479308660575
2018-08-17 06:51:36,467.5577833,478.8937054,479.9379563158799,1.9429808108,1.9817277793356642,1.982404364054534,1.9028184066,22.3,91.0,991.8,43.78074662306824,-79.468938,153.45704839265454,0.04191290100900896,180.0,0.3,214.0,0.26628606693599616,219.04947112696587
2018-08-17 06:51:37,467.5577833,478.8937054,479.9379563158799,1.9420321549,1.9807602053176343,1.9814437179000457,1.9028184066,22.3,91.0,991.8,43.78074620844334,-79.468938,153.3788507036197,0.04191290100900896,180.0,0.2,329.0,0.23691187931377736,334.2278802783232
