gps_time,ch4d,lat,lon,pressure,temp,wd_corr,ws_corr
2019-12-12 23:00:10,2.011258648,43.82225508,-79.37005001,1007.3,-3.5,191.0627785,0.936245949
2019-12-12 23:00:11,2.010741973,43.82227995,-79.37008047,1007.3,-3.5,302.0012843,1.065695781
2019-12-12 23:00:12,2.010354189,43.82230109,-79.37014055,1007.3,-3.5,306.4338118,0.892811717
2019-12-12 23:00:13,2.010354189,43.82232223,-79.37020063,1007.27247,-3.5,277.5817415,0.887971475
2019-12-12 23:00:14,2.010548694,43.82233049,-79.37027483,1007.239928,-3.5,259.8024951,1.48281615
2019-12-12 23:00:15,2.010597469,43.82231102,-79.37037945,1007.207387,-3.5,255.9817698,2.02430698
2019-12-12 23:00:16,2.010597469,43.82229154,-79.37048407,1007.147558,-3.5,256.2984656,2.728190839
2019-12-12 23:00:17,2.009930043,43.82226722,-79.37060051,1007.079715,-3.5,258.369274,3.863795398
2019-12-12 23:00:18,2.009930043,43.82223272,-79.37074186,1007.011872,-3.5,259.8688265,4.260323976
2019-12-12 23:00:19,2.010166169,43.82219822,-79.37088321,1006.973558,-3.520489103,259.8779903,4.256576276
2019-12-12 23:00:20,2.017540627,43.82216335,-79.3710322,1006.941506,-3.586582998,256.9037651,3.793919015
2019-12-12 23:00:21,2.017540627,43.82212774,-79.37119692,1006.909455,-3.6,257.3108817,3.966021504
2019-12-12 23:00:22,2.018116571,43.82209212,-79.37136163,1006.9,-3.6,258.7750004,4.123333277
2019-12-12 23:00:23,2.019921767,43.8220557,-79.37152652,1006.9,-3.6,260.6980786,3.866922855
2019-12-12 23:00:24,2.019921767,43.82201766,-79.37169172,1006.9,-3.6,259.243065,4.417979471
2019-12-12 23:00:25,2.017679008,43.82197961,-79.37185693,1006.9,-3.6,257.3212945,5
2019-12-12 23:00:26,2.015402691,43.82194143,-79.37202332,1006.9,-3.6,257.0623946,5
2019-12-12 23:00:27,2.015402691,43.82190238,-79.37219734,1006.9,-3.650701471,257.3042088,4.6450897
2019-12-12 23:00:28,2.013836767,43.82186333,-79.37237135,1006.950769,-3.7,257.4614668,4.42121653
2019-12-12 23:00:29,2.013137695,43.82182396,-79.37254635,1007.014872,-3.7,256.9327163,4.883873207
2019-12-12 23:00:30,2.013137695,43.82178355,-79.37272459,1007.078974,-3.7,256.4462213,5.657017558
2019-12-12 23:00:31,2.019590438,43.82174314,-79.37290282,1007.168735,-3.7,256.2425901,6.068291075
2019-12-12 23:00:32,2.020086157,43.82170323,-79.37307974,1007.271019,-3.7,256.7766355,5.200467256
2019-12-12 23:00:33,2.020086157,43.82166507,-79.37325202,1007.373304,-3.7,254.6324343,5.246474536
2019-12-12 23:00:34,2.018036851,43.8216269,-79.37342431,1007.424674,-3.7,252.2116897,5.558873536
2019-12-12 23:00:35,2.018036851,43.82158833,-79.37359929,1007.458063,-3.7,251.7891545,5.840563662
2019-12-12 23:00:36,2.017136962,43.82154763,-79.37378806,1007.491452,-3.7,253.9041918,6.501143228
2019-12-12 23:00:37,2.011271615,43.82150694,-79.37397682,1007.524458,-3.7,255.8171181,7.057567722
2019-12-12 23:00:38,2.011271615,43.82146588,-79.37416597,1007.557331,-3.7,254.4952403,6.859286039
2019-12-12 23:00:39,2.010812493,43.82142347,-79.37435654,1007.590204,-3.7,255.0627868,6.75415301
2019-12-12 23:00:40,2.010106376,43.82138106,-79.37454711,1007.6,-3.7,255.8763762,6.676027867
2019-12-12 23:00:41,2.010106376,43.8213393,-79.37473609,1007.6,-3.7,253.9948418,6.536654947
2019-12-12 23:00:42,2.012033538,43.8213003,-79.37491825,1007.6,-3.74676402,253.6402921,6.45323598
2019-12-12 23:00:43,2.013192042,43.8212613,-79.37510041,1007.6,-3.8,254.1029285,6.287804274
