meteo_time,wd_corr,wd_uncorr,ws_corr,ws_uncorr
2018-10-03 18:53:42.000000,2.17334832913,3.0,2.17334832913,9.5
2018-10-03 18:53:44.000000,3.87462909961,7.0,3.87462909961,10.6
2018-10-03 18:53:46.000000,3.46407935716,2.0,3.46407935716,10.9
2018-10-03 18:53:49.000000,3.54892337005,4.0,3.54892337005,12.0
2018-10-03 18:53:50.000000,3.92012173859,4.0,3.92012173859,12.3
2018-10-03 18:54:35.000000,1.43440127641,4.0,1.43440127641,5.0
2018-10-03 18:54:36.000000,0.582776987073,359.0,0.582776987073,4.1
2018-10-03 18:54:39.000000,0.748390698033,332.0,0.748390698033,1.2
2018-10-03 18:54:40.000000,1.48670712603,210.0,1.48670712603,1.0
2018-10-03 18:54:43.000000,2.510069169,200.0,2.510069169,2.0
2018-10-03 18:54:44.000000,2.50087864694,203.0,2.50087864694,2.0
2018-10-03 18:54:47.000000,2.28060313257,209.0,2.28060313257,1.8
2018-10-03 18:54:49.000000,2.0619073837,214.0,2.0619073837,1.6
2018-10-03 18:54:51.000000,2.01838656903,200.0,2.01838656903,1.6
2018-10-03 18:54:53.000000,4.94891328233,259.0,4.94891328233,1.3
2018-10-03 18:54:55.000000,4.57218381217,343.0,4.57218381217,1.5
2018-10-03 18:54:57.000000,3.46137687248,350.0,3.46137687248,2.6
2018-10-03 18:54:59.000000,1.39809590812,1.0,1.39809590812,5.3
2018-10-03 18:55:01.000000,2.07038141644,357.0,2.07038141644,7.9
2018-10-03 18:55:04.000000,1.7567045515,359.0,1.7567045515,10.6
2018-10-03 18:55:05.000000,2.64146663908,1.0,2.64146663908,11.0
2018-10-03 18:55:08.000000,3.12774541098,0.0,3.12774541098,11.5
2018-10-03 18:55:09.000000,2.95940640677,359.0,2.95940640677,12.1
2018-10-03 18:55:12.000000,3.17079146475,360.0,3.17079146475,13.0
2018-10-03 18:55:13.000000,3.29161480992,359.0,3.29161480992,13.5
2018-10-03 18:55:16.000000,3.15919256276,359.0,3.15919256276,14.5
2018-10-03 18:55:17.000000,3.14048054404,359.0,3.14048054404,14.5
2018-10-03 18:55:20.000000,4.32332172688,1.0,4.32332172688,13.3
2018-10-03 18:55:21.000000,3.99421576512,2.0,3.99421576512,13.8
2018-10-03 18:55:24.000000,4.54769900406,2.0,4.54769900406,12.9
2018-10-03 18:55:26.000000,4.14385832027,3.0,4.14385832027,13.1
2018-10-03 18:55:28.000000,4.26910162193,4.0,4.26910162193,13.0
2018-10-03 18:55:30.000000,4.80644752733,6.0,4.80644752733,12.8
2018-10-03 18:55:33.000000,4.21078419241,2.0,4.21078419241,12.8
2018-10-03 18:55:34.000000,4.63659932964,1.0,4.63659932964,12.8
2018-10-03 18:55:37.000000,4.20292905749,3.0,4.20292905749,14.1
2018-10-03 18:55:38.000000,4.01395754477,2.0,4.01395754477,14.4
2018-10-03 18:55:41.000000,3.78110967918,3.0,3.78110967918,15.4
2018-10-03 18:55:42.000000,3.40932387915,2.0,3.40932387915,15.7
2018-10-03 18:55:45.000000,3.3153470802,2.0,3.3153470802,15.9
2018-10-03 18:55:46.000000,3.36254089023,2.0,3.36254089023,15.6
2018-10-03 18:55:49.000000,2.16086257739,356.0,2.16086257739,14.9
2018-10-03 18:55:50.000000,2.97188015364,359.0,2.97188015364,14.5
2018-10-03 18:55:53.000000,4.16169232855,4.0,4.16169232855,15.1
2018-10-03 18:55:54.000000,4.48882204407,6.0,4.48882204407,14.7
2018-10-03 18:55:57.000000,2.07018094007,6.0,2.07018094007,7.8
2018-10-03 18:55:58.000000,1.92637190332,9.0,1.92637190332,5.4
2018-10-03 18:56:01.000000,1.76836675473,46.0,1.76836675473,1.3
2018-10-03 18:56:03.000000,1.94878239705,172.0,1.94878239705,1.0
2018-10-03 18:56:05.000000,2.09956000789,175.0,2.09956000789,2.5
2018-10-03 18:56:07.000000,2.05028086206,179.0,2.05028086206,2.4
2018-10-03 18:56:10.000000,2.20344867928,181.0,2.20344867928,2.2
2018-10-03 18:56:11.000000,2.40303901735,182.0,2.40303901735,2.4
2018-10-03 18:56:14.000000,2.10181914574,171.0,2.10181914574,2.1
2018-10-03 18:56:15.000000,2.1,172.0,2.1,2.1
2018-10-03 18:56:18.000000,2.1,168.0,2.1,2.1
2018-10-03 18:56:19.000000,2.1,161.0,2.1,2.1
2018-10-03 18:56:22.000000,2.3,169.0,2.3,2.3
2018-10-03 18:56:23.000000,2.5,174.0,2.5,2.5
2018-10-03 18:56:26.000000,2.6,178.0,2.6,2.6
2018-10-03 18:56:27.000000,2.68664296447,182.0,2.68664296447,2.2
2018-10-03 18:56:30.000000,2.95029227459,185.0,2.95029227459,1.9
2018-10-03 18:56:31.000000,3.1619050759,181.0,3.1619050759,2.1
2018-10-03 18:56:34.000000,3.37562705761,174.0,3.37562705761,2.3
2018-10-03 18:56:35.000000,3.47258149422,176.0,3.47258149422,2.4
2018-10-03 18:56:38.000000,2.97912480966,168.0,2.97912480966,1.9
2018-10-03 18:56:39.000000,2.87007497153,159.0,2.87007497153,1.8
2018-10-03 18:56:42.000000,3.16190571753,181.0,3.16190571753,2.1
2018-10-03 18:56:44.000000,3.16191394352,181.0,3.16191394352,2.1
2018-10-03 18:56:46.000000,2.67048486938,159.0,2.67048486938,1.6
2018-10-03 18:56:48.000000,2.2281456,107.0,2.2281456,1.5
2018-10-03 18:56:51.000000,3.73527494501,5.0,3.73527494501,5.1
2018-10-03 18:56:52.000000,5.6381989661,3.0,5.6381989661,6.5
2018-10-03 18:56:55.000000,3.19028114633,3.0,3.19028114633,9.9
2018-10-03 18:56:56.000000,2.82124843274,2.0,2.82124843274,10.4
2018-10-03 18:56:59.000000,2.98941569817,1.0,2.98941569817,12.6
2018-10-03 18:57:00.000000,3.45983404245,3.0,3.45983404245,13.0
2018-10-03 18:57:03.000000,3.12208906889,1.0,3.12208906889,13.2
2018-10-03 18:57:04.000000,2.74740848413,359.0,2.74740848413,13.4
2018-10-03 18:57:07.000000,2.25475173862,357.0,2.25475173862,12.7
2018-10-03 18:57:08.000000,2.08902110909,359.0,2.08902110909,12.9
2018-10-03 18:57:11.000000,3.17224987409,3.0,3.17224987409,11.8
2018-10-03 18:57:12.000000,6.50573978077,5.0,6.50573978077,11.4
2018-10-03 18:57:15.000000,7.2429908532,9.0,7.2429908532,9.3
2018-10-03 18:57:16.000000,5.96238876606,10.0,5.96238876606,8.0
2018-10-03 18:57:19.000000,2.02094044638,47.0,2.02094044638,2.3
2018-10-03 18:57:21.000000,3.08464633669,133.0,3.08464633669,1.1
2018-10-03 18:57:23.000000,3.94926835395,164.0,3.94926835395,1.8
2018-10-03 18:57:25.000000,4.26179936293,172.0,4.26179936293,2.1
2018-10-03 18:57:28.000000,4.2620406705,173.0,4.2620406705,2.1
2018-10-03 18:57:29.000000,4.1603832372,170.0,4.1603832372,2.0
2018-10-03 18:57:32.000000,4.45543045216,167.0,4.45543045216,2.3
2018-10-03 18:57:33.000000,4.55892606404,169.0,4.55892606404,2.4
2018-10-03 18:57:36.000000,3.0085680815,159.0,3.0085680815,2.5
